eia_id,MAH_revised_9/20/22,plant_name,county2,state,name_of_wa,water_sour,water_type,water_source_aeg,nsegment_v11_old,nsegment_v11_new,WT_multsrc,which_list,min_yr,mx_yr,cont_yrs,elev_ft,pond_acres,latitude,longitude,cmplxcoo_flg,coolty_1,coolty_2,coolty_3,gen_ty,netgen_mwh,wthdrw_mgd,cnsmpt_mgd,mn_wth_mgd,mx_wth_mgd,mn_cns_mgd,mx_cns_mgd,note,water source note,
2709,,Lee Combined Cycle Plant,Wayne County,NC,H F Lee Lake,,,sw,7476,7476,,all_verified,2000,2012,continuous years,83.61,551.8016013,35.379285,-78.086951,0,pond_recirculating,null,,,,,,,,,,"looks like 2709 operated until ~2013 until 58215 came online, both use same pond, updated coords for 2709",,
2712,,Roxboro,Person County,NC,Hyco Lake (Hyco River),SW,FR,sw,5799,5799,,2015,2000,2020,continuous years,426.7,1000000,36.48363556,-79.07286106,1,lake_once_through_fresh,tower_recirculating,,COAL,9248994,622,9.07,285,4580,7.37,10.6,,,
2713,,L V Sutton,New Hanover County,NC,Sutton Lake (Catfish Creek),,,sw,6069,6069,,all_verified,2000,2013,continuous years,10.13,1173.493444,34.28288178,-77.98587213,0,pond_recirculating,null,,,,,,,,,,,,
2716,,W H Weatherspoon,Robeson County,NC,Weatherspoon Lake(Lumber River,,,sw,6352,6352,,all_verified,2000,2011,continuous years,128.93,216.4828091,34.58728378,-78.97515999,0,pond_recirculating,null,,,,,,,,,,,,
2718,,G G Allen,Gaston County,NC,Lake Wylie,SW,FR,sw,6956,6956,,2015,2000,2020,continuous years,588.32,1000000,35.18987166,-81.0086518,0,lake_once_through_fresh,null,,COAL,1656996,155,1.61,71,1140,1.26,1.97,,,
2720,1,Buck,Rowan County,NC,Yadkin River,SW,FR,sw,6512,6512,,2015,2000,2020,continuous years,633.84,1000000,35.71340249,-80.37654483,1,tower_recirculating,river_once_through_fresh,,NGCC,4975897,3,2.27,2,5,1.97,2.42,,,
2721,1,James E. Rogers Energy Complex,Cleveland County,NC,Broad River,SW,FR,sw,7626,7626,,2015,2000,2020,continuous years,688.71,1000000,35.21985545,-81.75900836,1,tower_recirculating,river_once_through_fresh,,COAL,4082513,6,4.27,4,10,3.72,4.53,,,
2723,1,Dan River,Rockingham County,NC,Dan River,SW,FR,sw,5738,5738,,2015,2000,2020,continuous years,514.93,1000000,36.48624943,-79.72082157,1,river_once_through_fresh,tower_recirculating,,NGCC,4551455,3,2.18,2,5,1.91,2.31,was river-once-through-fresh ONLY until Dec. 2012 when they added a tower; we mistakenly modeled it as tower only in 2015.,,
2727,,Marshall (NC),Catawba County,NC,Lake Norman,SW,FR,sw,6883,6883,,2015,2000,2020,continuous years,770.07,1000000,35.59738571,-80.96459392,0,lake_once_through_fresh,null,,COAL,7658910,581,5.67,265,4310,4.42,6.92,,,
2732,,,Gaston County,NC,Catawba River,,,sw,6944,6944,,all_verified,2000,2013,continuous years,668.43,1000000,35.36046959,-80.97386089,0,river_once_through_fresh,null,,,,,,,,,,,,
2790,,R M Heskett,Morton County,ND,Missouri River,SW,-nr-,sw,32339,32339,,2015,2000,2019,continuous years,1659.11,1000000,46.86713389,-100.8843166,0,river_once_through_fresh,null,,COAL,500630,56,0.57,26,420,0.44,0.69,,,
2801,,Jamestown,Stutsman County,ND, ,,,gw,30058,30058,,all_verified,2001,2007,missing 4 years,1497.51,1000000,46.905665,-98.662183,0,tower_recirculating,null,,,,,,,,,,,assumed gw (GE imagery),
2817,,Leland Olds,Mercer County,ND,Missouri River,SW,FR,sw,32328,32328,,2015,2000,2020,continuous years,1702.56,1000000,47.28098411,-101.3206859,0,river_once_through_fresh,null,,COAL,3581670,315,3.13,143,2360,2.44,3.82,,,
2823,,Milton R Young,Oliver County,ND,Nelson Lake,SW,FR,sw,32317,32317,,2015,2000,2020,continuous years,1959.78,1000000,47.06634333,-101.2141687,0,lake_once_through_fresh,null,,COAL,4902363,439,4.8,200,3280,3.75,5.86,,,
2824,,Stanton,Mercer County,ND,Missouri River,SW,FR,sw,32328,32328,,2015,2000,2017,missing 1 years,1687.83,1000000,47.2867843,-101.3321331,0,river_once_through_fresh,null,,COAL,1071694,85,0.85,38,634,0.66,1.03,,,
2828,,Cardinal,Jefferson County,OH,Ohio River,SW,FR,sw,15655,15655,,2015,2000,2020,continuous years,669.85,1000000,40.25203144,-80.64871855,1,river_once_through_fresh,tower_recirculating,,COAL,8835500,473,7.55,216,3520,6.09,8.79,,,
2830,,,Clermont County,OH,Ohio River,,,sw,12386,12386,,all_verified,2000,2014,continuous years,484.21,1000000,38.99163316,-84.2979402,0,river_once_through_fresh,null,,,,,,,,,,,,
2832,,Miami Fort,Hamilton County,OH,Ohio River,SW,FR,sw,12605,12605,,2015,2000,2020,continuous years,490.55,1000000,39.11222785,-84.80304855,1,river_once_through_fresh,tower_recirculating,,COAL,6605083,42,7.64,21,256,6.71,8.17,,,
2835,,FirstEnergy Ashtabula,Ashtabula County,OH,Lake Erie,SW,FR,sw,12060,Great Lakes,,2015,2000,2015,continuous years,578.27,1000000,41.908719,-80.770161,0,lake_once_through_fresh,null,,COAL,94987,8,0.06,4,64,0.05,0.07,,,
2836,,Avon Lake,Lorain County,OH,Lake Erie,SW,FR,sw,12062,Great Lakes,,2015,2000,2020,continuous years,592.5,1000000,41.5043048,-82.0549438,0,lake_once_through_fresh,null,,COAL,2753681,222,2.22,101,1650,1.73,2.7,,,
2837,,FirstEnergy Eastlake,Lake County,OH,Lake Erie,SW,FR,sw,12059,Great Lakes,,2015,2000,2015,continuous years,611.36,1000000,41.67120373,-81.44339104,0,lake_once_through_fresh,null,,COAL,601475,52,0.38,23,393,0.3,0.47,,,
2838,,FirstEnergy Lake Shore,Cuyahoga County,OH,Lake Erie,SW,FR,sw,11647,Great Lakes,,2015,2000,2015,continuous years,579.16,1000000,41.53530903,-81.64236881,0,lake_once_through_fresh,null,,COAL,61810,6,0.05,3,45,0.04,0.06,,,
2840,,Conesville,Coshocton County,OH,Muskingum River,SW,FR,sw,14728,14728,,2015,2000,2020,continuous years,742.89,1000000,40.18446966,-81.88056799,0,tower_recirculating,null,,COAL,5168266,9,6.39,6,15,5.66,6.79,,,
2843,,,Pickaway County,OH,Scioto River,,,sw,13422,13422,,all_verified,2000,2013,continuous years,695.42,1000000,39.79372207,-83.0099029,0,river_once_through_fresh,null,,,,,,,,,,,,
2848,,,Montgomery County,OH,Great Miami River,,,sw,12915,12915,,all_verified,2000,2015,continuous years,699.62,1000000,39.60894027,-84.292466,1,river_once_through_fresh,tower_recirculating,,,,,,,,,,,,
2850,,J M Stuart,Adams County,OH,Ohio River,SW,FR,sw,12406,12406,,2015,2000,2018,continuous years,530.55,1000000,38.6368191,-83.69336962,1,river_once_through_fresh,tower_recirculating,,COAL,9849064,648,9.7,296,4800,7.89,11.3,,,
2857,,Edgewater,Lorain County,OH,Lake Erie,,,sw,12062,Great Lakes,,all_verified,2000,2002,continuous years,576.72,1000000,41.468056,-82.186944,0,lake_once_through_fresh,null,,,,,,,,,,,,
2861,,,Trumbull County,OH,Mahoning River,,,sw,14651,14651,,all_verified,2000,2012,continuous years,869.6,1000000,41.16686585,-80.74756966,0,river_once_through_fresh,null,,,,,,,,,,,,
2864,,,Belmont County,OH,Ohio River,,,sw,15676,15676,,all_verified,2000,2012,missing 1 years,660.22,1000000,39.90938309,-80.76103523,0,river_once_through_fresh,null,,,,,,,,,,,,
2866,,FirstEnergy W H Sammis,Jefferson County,OH,Ohio River,SW,FR,sw,12881,12881,,2015,2000,2020,continuous years,680.17,1000000,40.53159188,-80.63161563,0,river_once_through_fresh,null,,COAL,8843344,858,8.59,391,6400,6.7,10.5,,,
2867,,Toronto,Jefferson County,OH,Ohio River,,,sw,12893,12893,,all_verified,2000,2000,continuous years,659.06,1000000,40.486338,-80.605323,0,river_once_through_fresh,null,,,,,,,,,,,,
2872,1,Muskingum River,Morgan County,OH,Muskingum River,SW,FR,sw,14754,14754,,2015,2000,2015,continuous years,644.73,1000000,39.59107278,-81.68032157,0,river_once_through_fresh,,,COAL,1479588,116,0.95,53,882,0.74,1.15,,,
2876,,Kyger Creek,Gallia County,OH,Ohio River,SW,FR,sw,15639,15639,,2015,2000,2020,continuous years,577.41,1000000,38.91492996,-82.12840882,0,river_once_through_fresh,null,,COAL,3681044,333,3.28,152,2480,2.56,4,,,
2877,,Acme,Lucas County,OH,Maumee River,,,sw,11734,11734,,all_verified,2000,2000,continuous years,592.63,1000000,41.655441,-83.517265,0,river_once_through_fresh,null,,,,,,,,,,,,
2878,,FirstEnergy Bay Shore,Lucas County,OH,Lake Erie,SW,FR,sw,11734,Great Lakes,,2015,2000,2020,continuous years,580.75,1000000,41.69161895,-83.43812213,0,lake_once_through_fresh,null,,COAL,1088815,124,1.22,56,923,0.95,1.49,,,
2908,,Lake Road,Cuyahoga County,OH,Lake Erie,,,sw,11647,Great Lakes,,all_verified,2000,2000,continuous years,568.51,1000000,41.535768,-81.643403,0,lake_once_through_fresh,null,,,,,,,,,,,,
2914,,Dover,Tuscarawas County,OH,Tuscarawas River,SW,-nr-,sw,15517,15517,,2015,2000,2020,continuous years,875.5,1000000,40.520701,-81.467753,0,river_once_through_fresh,null,,COAL,45615,8,0.08,4,61,0.06,0.09,,,
2917,,,Butler County,OH,Great Miami River,,,sw,12928,12928,,all_verified,2000,2017,continuous years,591.61,1000000,39.40989134,-84.55463806,0,river_once_through_fresh,null,,,,,,,,,,,,
2935,,Orrville,Wayne County,OH,Municipality,-nr-,-nr-,municipal,15493,15493,,2015,2000,2020,continuous years,1020.42,1000000,40.8507566,-81.76575577,0,tower_recirculating,null,,COAL,221087,1,0.44,0,1,0.36,0.47,,,
2936,,Painesville,Lake County,OH,Man Made Pond,-nr-,-nr-,municipal,10420,10420,,2015,2000,2020,continuous years,641.61,1000000,41.72644889,-81.2540061,0,tower_recirculating,null,,COAL,9387,0,0.02,0,0,0.02,0.02,,assumed municipal (GE imagery),
2937,,Piqua,Miami County,OH,River Miami,,,sw,13052,13052,,all_verified,2000,2006,missing 2 years,858.72,1000000,40.133848,-84.237258,0,lake_once_through_fresh,null,,,,,,,,,,,,
2942,,St Marys,Auglaize County,OH,Grand Lake St Marys,,,sw,11849,11849,,all_verified,2000,2007,continuous years,848.51,1000000,40.545946,-84.389151,0,river_once_through_fresh,null,,,,,,,,,,,,
2943,,,Richland County,OH,Municipality,,,municipal,14795,14795,,all_verified,2000,2012,continuous years,1103.43,1000000,40.87958912,-82.65675622,0,tower_recirculating,null,,,,,,,,,,,,
2951,,Horseshoe Lake,Oklahoma County,OK,Horseshoe Lake,SW,FR,sw,33810,33810,,2015,2000,2020,continuous years,1077.78,336.1439528,35.50839398,-97.17973244,1,pond_recirculating,tower_recirculating,,GAS STEAM,376786,1,1.26,1,1,1.14,1.36,,,
2952,,Muskogee,Muskogee County,OK,Arkansas River,SW,FR,sw,33721,33721,,2015,2000,2020,continuous years,514.39,1000000,35.76122903,-95.28841496,0,tower_recirculating,null,,COAL,4626240,9,6.26,6,14,4.92,7.17,,,
2953,,Mustang,Canadian County,OK,Municipality,SW,FR,municipal,33753,33753,,2015,2000,2017,continuous years,1237.88,1000000,35.47027431,-97.67497331,0,tower_recirculating,null,,GAS STEAM,114536,0,0.16,0,0,0.14,0.17,,,
2956,,Seminole (OK),Seminole County,OK,South Canadian River/ Wells,SW,FR,sw,34929,34929,,2015,2000,2020,continuous years,932.33,1000000,34.96650816,-96.72565186,0,lake_once_through_fresh,null,,GAS STEAM,1569654,154,1.73,70,1140,1.35,2.1,,,
2963,,Northeastern,Rogers County,OK,Verdigris River,SW,FR,sw,34253,34253,,2015,2000,2020,continuous years,640.98,1000000,36.42621328,-95.70008766,0,tower_recirculating,null,,COMPLEX,8097406,11,7.95,7,20,6.94,8.86,,,
2964,,Southwestern,Caddo County,OK,Municipality,SW,FR,municipal,34172,34172,,2015,2000,2020,continuous years,1244.19,1000000,35.10159565,-98.35202444,0,tower_recirculating,null,,GAS STEAM,284767,1,0.51,0,1,0.44,0.57,,,
2965,,Tulsa,Tulsa County,OK,Arkansas River,SW,FR,sw,33678,33678,,2015,2000,2020,continuous years,624.15,1000000,36.11648523,-95.99142357,0,tower_recirculating,null,,GAS STEAM,223590,1,0.42,0,1,0.36,0.46,,,
3000,,Boomer Lake Station,Payne County,OK,Boomer Lake,SW,-nr-,sw,33853,33853,,2015,2000,2015,continuous years,916.24,1000000,36.14377331,-97.06754659,0,lake_once_through_fresh,null,,GAS STEAM,1134,0,0,0,1,0,0,,,
3006,,Anadarko Plant,Caddo County,OK,Lake,SW,FR,sw,34181,34181,,2015,2000,2020,continuous years,1180.31,1000000,35.08467512,-98.23033804,0,tower_recirculating,null,,COMPLEX,722963,1,0.52,0,1,0.44,0.58,,,
3008,,Mooreland,Woodward County,OK,Wells,GW,FR,gw,33737,33737,,2015,2000,2020,continuous years,1890.77,1000000,36.43720356,-99.2248793,0,tower_recirculating,null,,GAS STEAM,403018,1,0.49,0,1,0.41,0.54,,,
3096,,Brunot Island,Allegheny County,PA,Ohio River,SW,FR,sw,12891,12891,,2015,2001,2020,continuous years,732.19,1000000,40.46421631,-80.04305512,0,tower_recirculating,null,,NGCC,97187,0,0.1,0,0,0.08,0.12,,,
3098,,,Washington County,PA,Monongahela River,,,sw,12787,12787,,all_verified,2000,2014,continuous years,751.59,1000000,40.2519736,-79.91736355,0,river_once_through_fresh,null,,,,,,,,,,,,
3113,,,Northampton County,PA,Delaware River,,,sw,1484,1484,,all_verified,2000,2015,continuous years,297.05,1000000,40.90950011,-75.07917892,0,river_once_through_fresh,null,,,,,,,,,,,,
3115,,,Berks County,PA,Schuylkill River,,,sw,2318,2318,,all_verified,2000,2013,continuous years,195.13,1000000,40.30577536,-75.90816514,0,tower_recirculating,null,,,,,,,,,,,,
3118,,Conemaugh,Indiana County,PA,Conemaugh River,SW,FR,sw,13342,13342,,2015,2000,2020,continuous years,1088.26,1000000,40.38453613,-79.06033126,0,tower_recirculating,null,,COAL,11146976,16,11.1,9,28,9.31,12.7,,,
3122,,Homer City Generating Station,Indiana County,PA,Two Lick Creek,SW,FR,sw,13341,13341,,2015,2000,2020,continuous years,1198.91,1000000,40.51264396,-79.19577165,0,tower_recirculating,null,,COAL,9036684,14,9.9,8,25,8.32,11.3,,,
3130,,Seward (PA),Indiana County,PA,Conemaugh River,SW,FR,sw,13342,13342,,2015,2000,2020,missing 1 years,1097.25,1000000,40.40625805,-79.03347869,0,tower_recirculating,null,,COAL,1682435,3,1.97,2,5,1.67,2.23,,,
3131,,Shawville,Clearfield County,PA,Susquehanna River,SW,FR,sw,2054,2054,,2015,2000,2020,continuous years,1056.34,1000000,41.06711913,-78.36584826,0,river_once_through_fresh,null,,COAL,916991,87,0.77,40,656,0.6,0.94,,,
3132,,Warren,Warren County,PA,Allegheny River,,,sw,13696,13696,,all_verified,2000,2002,continuous years,1184.69,1000000,41.835947,-79.188668,0,river_once_through_fresh,null,,,,,,,,,,added river name from Google Earth,assumed sw (GE imagery),
3136,,Keystone,Armstrong County,PA,Crooked Creek,SW,FR,sw,13301,13301,,2015,2000,2020,continuous years,1001.13,1000000,40.65968579,-79.3406384,0,tower_recirculating,null,,COAL,9514762,14,9.71,8,25,8.13,11.1,,,
3138,,New Castle Plant,Lawrence County,PA,Beaver River,SW,FR,sw,15683,15683,,2015,2000,2020,continuous years,779.41,1000000,40.93807984,-80.36850383,0,river_once_through_fresh,null,,COAL,317344,31,0.3,14,234,0.23,0.36,,,
3140,,Brunner Island,York County,PA,Susquehanna River,SW,FR,sw,2212,2212,,2015,2000,2020,continuous years,282.28,1000000,40.09621574,-76.69600459,0,river_once_through_fresh,null,,COAL,4850745,427,4.05,194,3190,3.16,4.94,,,
3148,,TalenEnergy Martins Creek,Northampton County,PA,Delaware River,SW,FR,sw,1486,1486,,2015,2000,2020,continuous years,234.49,1000000,40.79795942,-75.10597136,0,tower_recirculating,null,,GAS STEAM,4230335,8,5.75,5,14,4.98,6.14,,,
3149,,TalenEnergy Montour,Montour County,PA,Susquehanna River,SW,FR,sw,2911,2911,,2015,2000,2020,continuous years,536.76,1000000,41.07041564,-76.66471929,0,tower_recirculating,null,,COAL,6644098,10,6.98,6,17,5.66,7.59,,,
3152,,,Snyder County,PA,Susquehanna River,,,sw,1907,1907,,all_verified,2000,2014,continuous years,445.91,1000000,40.83769839,-76.8244142,0,river_once_through_fresh,null,,,,,,,,,,,,
3159,,,Chester County,PA,Schuylkill River,,,sw,2321,2321,,all_verified,2000,2011,continuous years,106.79,1000000,40.15243766,-75.52957101,0,river_once_through_fresh,null,,,,,,,,,,,,
3160,,Delaware Generating Station,Philadelphia County,PA,Delaware River,,,sw,1811,1811,,all_verified,2000,2004,continuous years,10.36,1000000,39.968021,-75.125203,0,river_once_through_fresh,null,,,,,,,,,,,,
3161,,Eddystone Generating Station,Delaware County,PA,Delaware River,SW,FR,sw,1829,1829,,2015,2000,2020,continuous years,9.66,1000000,39.85933163,-75.32424129,0,river_once_through_fresh,null,,COMPLEX,189560,34,0.38,16,250,0.3,0.47,,,
3166,,Peach Bottom,York County,PA,Susquehanna River,SW,FR,sw,2244,2244,,2015,2000,2020,continuous years,120.85,1000000,39.75922249,-76.26877762,1,lake_once_through_fresh,tower_recirculating,,NUCLEAR,19858302,1860,20.4,24,15400,15.3,29.6,,,
3169,,,Philadelphia County,PA,Schuylkill River,,,sw,2339,2339,,all_verified,2000,2012,missing 1 years,17.55,1000000,39.94235468,-75.18864931,0,river_once_through_fresh,null,,,,,,,,,,,,
3176,,Hunlock Power Station,Luzerne County,PA,Susquehanna River,SW,FR,sw,1531,1531,,2015,2000,2020,continuous years,523.06,1000000,41.20146662,-76.06941712,0,river_once_through_fresh,null,,NGCC,903508,40,0.37,18,296,0.29,0.45,,,
3178,,,Armstrong County,PA,Allegheny River,,,sw,13306,13306,,all_verified,2000,2012,continuous years,832.18,1000000,40.92910582,-79.46567933,0,river_once_through_fresh,null,,,,,,,,,,,,
3179,,,Greene County,PA,Monongahela River,,,sw,12798,12798,,all_verified,2000,2013,continuous years,794.32,1000000,39.85599643,-79.9275169,0,tower_recirculating,null,,,,,,,,,,,,
3181,,,Washington County,PA,Monongahela River,,,sw,12787,12787,,all_verified,2000,2013,continuous years,756.4,1000000,40.22161202,-79.96910722,0,river_once_through_fresh,null,,,,,,,,,,,,
3182,,Springdale,Allegheny County,PA,Allegheny River,,,sw,14388,14388,,all_verified,2000,2000,continuous years,758.38,1000000,40.544167,-79.767222,0,river_once_through_fresh,null,,,,,,,,,,,,
3236,,Manchester Street,Providence County,RI,Providence River,SW,SA,saline,791,791,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,11.51,1000000,41.81594668,-71.40430578,0,saline_once_through,null,,NGCC,1912120,85,0,39,634,0,0,,,
3251,,H B Robinson,Darlington County,SC,Lake Robinson,SW,FR,sw,6425,6425,,2015,2000,2020,continuous years,225.13,1000000,34.40278451,-80.15830483,0,lake_once_through_fresh,null,,COMPLEX,5723722,590,6.17,269,4370,4.81,7.52,,,
3264,,W S Lee,Anderson County,SC,Saluda River,SW,FR,sw,6987,6987,,2015,2000,2020,continuous years,682.37,1000000,34.60249204,-82.43522493,1,river_once_through_fresh,tower_recirculating,,GAS STEAM,88390,9,0.13,0,81,0.1,0.16,,,
3265,,Oconee,Oconee County,SC,Keowee River,SW,FR,sw,7601,7601,,2015,2000,2020,continuous years,796.15,1000000,34.79416609,-82.8986391,0,river_once_through_fresh,null,,NUCLEAR,21939740,2290,24.6,1050,17000,19.2,30.1,,,
3280,,,Colleton County,SC,Edisto River,,,sw,6633,6633,,all_verified,2000,2013,continuous years,75.08,1000000,33.06518571,-80.6225253,0,tower_recirculating,null,,,,,,,,,,,,
3287,,McMeekin,Lexington County,SC,Lake Murray,SW,FR,sw,7008,7008,,2015,2000,2020,continuous years,200.11,1000000,34.05581823,-81.21719426,0,lake_once_through_fresh,null,,COMPLEX,939695,84,0.86,39,623,0.67,1.05,,,
3295,,Urquhart,Aiken County,SC,Savannah River,SW,FR,sw,9749,9749,,2015,2000,2020,continuous years,143.7,1000000,33.43440674,-81.91098312,0,river_once_through_fresh,null,,COMPLEX,1932204,96,1.04,44,706,0.81,1.26,,,
3297,1,Wateree,Richland County,SC,Wateree River,SW,FR,sw,6780,6780,,2015,2000,2020,continuous years,109.55,1000000,33.82664565,-80.62247343,0,tower_recirculating,null,,COAL,3198891,6,4,3,9,3.46,4.26,"cooling system changes, placement of towers changed; Although it's located on a river, there is no once-through intake structure; will have to trust Eia-reported cooling type",,
3298,,Williams,Berkeley County,SC,Back River Reservoir,SW,FR,sw,6649,6649,,2015,2000,2020,continuous years,10.4,1000000,33.01578682,-79.92941829,1,river_once_through_fresh,tower_recirculating,,COAL,3734928,311,3.51,4,2320,2.73,4.54,,,
3317,,Dolphus M Grainger,Horry County,SC,Waccamaw River,,,sw,6269,6269,,all_verified,2000,2011,continuous years,18.08,319.0840769,33.82563755,-79.05265381,0,pond_recirculating,null,,,,,,,,,,,,
3319,,,Berkeley County,SC,Lake Moultrie/Tail Race Canal,,,sw,6648,6648,,all_verified,2000,2015,continuous years,24.31,1000000,33.24242135,-79.98729242,1,river_once_through_fresh,tower_recirculating,,,,,,,,,,,,
3325,,,Pennington County,SD,Wells,,,gw,33158,33158,,all_verified,2000,2014,missing 1 years,3331.01,1000000,44.08744228,-103.2608317,0,tower_recirculating,null,,,,,,,,,,,,
3334,,Pathfinder,Minnehaha County,SD, ,,,sw,25661,25661,,all_verified,2000,2000,continuous years,1320.35,1000000,43.602778,-96.638333,0,tower_recirculating,null,,,,,,,,,,,assumed sw (GE imagery),
3393,,Allen Steam Plant,Shelby County,TN,Mississippi River,SW,FR,sw,21277,21277,,2015,2000,2020,continuous years,238.9,1000000,35.07405585,-90.14870608,0,river_once_through_fresh,null,,COAL,3129703,318,3.47,145,2350,2.71,4.23,,,
3396,,Bull Run,Anderson County,TN,Clinch River,SW,FR,sw,15822,15822,,2015,2000,2020,continuous years,792.83,1000000,36.02045107,-84.15689458,0,river_once_through_fresh,null,,COAL,2487210,192,1.76,87,1440,1.38,2.15,,,
3399,,Cumberland,Stewart County,TN,Cumberland River,SW,FR,sw,14542,14542,,2015,2000,2020,continuous years,435.44,1000000,36.390316,-87.65265271,0,river_once_through_fresh,null,,COAL,14438617,1210,12.6,550,8960,9.85,15.4,,,
3403,,Gallatin (TN),Sumner County,TN,Cumberland River,SW,FR,sw,15001,15001,,2015,2000,2020,continuous years,465.91,1000000,36.31533883,-86.40071029,0,river_once_through_fresh,null,,COAL,3826403,361,3.72,164,2680,2.9,4.54,,,
3405,,John Sevier,Hawkins County,TN,Holston River,SW,FR,sw,16865,16865,,2015,2000,2020,continuous years,1109.63,1000000,36.37632135,-82.96320363,0,tower_recirculating,null,,NGCC,4769048,3,2.28,2,5,2.01,2.44,,,
