eia_id,MAH_revised_9/20/22,plant_name,county2,state,name_of_wa,water_sour,water_type,water_source_aeg,nsegment_v11_old,nsegment_v11_new,WT_multsrc,which_list,min_yr,mx_yr,cont_yrs,elev_ft,pond_acres,latitude,longitude,cmplxcoo_flg,coolty_1,coolty_2,coolty_3,gen_ty,netgen_mwh,wthdrw_mgd,cnsmpt_mgd,mn_wth_mgd,mx_wth_mgd,mn_cns_mgd,mx_cns_mgd,note,water source note,
8048,,Anclote,Pasco County,FL,Anclote River,SW,SA,saline,8302,NOAA saline,,2015,2000,2020,continuous years,18.45,1000000,28.18411654,-82.7881427,1,saline_once_through,tower_recirculating,,GAS STEAM,2723353,292,0,134,2120,0,0,"caveat- saline water heat capacity is different, will affect cycles of cententration in tower.",,
8054,,Gerald Andrus,Washington County,MS,Lake Ferguson,SW,FR,sw,22331,22331,,2015,2000,2020,continuous years,147.46,1000000,33.35020473,-91.11859581,0,river_once_through_fresh,null,,GAS STEAM,513619,60,0.71,28,439,0.56,0.87,,,
8055,,Arkansas Nuclear One,Pope County,AR,Lake Dardenelle,SW,FR,sw,35538,35538,,2015,2000,2020,continuous years,354.46,1000000,35.3100964,-93.23166981,1,river_once_through_fresh,tower_recirculating,,NUCLEAR,13837794,733,18.6,337,5320,15.6,20.6,,,
8056,,Waterford 1 & 2,St. Charles Parish,LA,Mississippi River,SW,FR,sw,23209,23209,,2015,2000,2020,continuous years,12.07,1000000,29.99887388,-90.47690086,0,river_once_through_fresh,null,,GAS STEAM,1332783,132,1.44,60,974,1.12,1.75,,,
8059,,Comanche (OK),Comanche County,OK,City Of Lawton Treat,PD,BE,reclaimed ww,34138,34138,,2015,2000,2020,missing 1 years,1118.02,226.8813179,34.54354872,-98.32478095,0,pond_recirculating,null,,NGCC,363326,1,0.63,1,1,0.58,0.68,,,
8063,,DeCordova Steam Electric Station,Hood County,TX,Lake Granbury,,,sw,39729,39729,,all_verified,2000,2009,continuous years,705.29,1000000,32.403056,-97.700556,0,river_once_through_fresh,null,,,,,,,,,,,,
8066,,Jim Bridger,Sweetwater County,WY,Green River,SW,FR,sw,43622,43622,,2015,2000,2020,continuous years,6662.08,1000000,41.73727725,-108.7869257,0,tower_recirculating,null,,COAL,13439341,20,14.1,11,35,11.2,15.7,,,
8068,,Santan,Maricopa County,AZ,Eastern Canal (SRP),SW,FR,sw,45870,45870,,2015,2000,2020,continuous years,1272.84,1000000,33.33342486,-111.7517134,0,tower_recirculating,null,,NGCC,3521463,2,1.66,1,4,0.89,1.91,,,
8069,,Huntington,Emery County,UT,Huntington Creek,SW,FR,sw,43750,43750,,2015,2000,2020,continuous years,6459.7,1000000,39.37921497,-111.079484,0,tower_recirculating,null,,COAL,5988318,8,6,4,16,4.39,7.13,,,
8073,,Beaver,Columbia County,OR,Columbia River,SW,FR,sw,53257,53257,,2015,2000,2020,continuous years,19.14,1000000,46.17390911,-123.1744216,0,tower_recirculating,null,,NGCC,308269,0,0.28,0,1,0.22,0.32,,,
8102,,General James M Gavin,Gallia County,OH,Ohio River,SW,FR,sw,15639,15639,,2015,2000,2020,continuous years,570.31,1000000,38.93542602,-82.11746527,0,tower_recirculating,null,,COAL,14171621,21,15,12,36,12.4,16.2,,,
8219,,Ray D Nixon,El Paso County,CO,Wells,GW,FR,gw,34684,34684,,2015,2000,2020,continuous years,5477.76,1000000,38.6335018,-104.7062599,0,tower_recirculating,null,,COAL,1551911,2,1.54,1,4,1.24,1.78,,,
8222,,Coyote,Mercer County,ND,Missouri River,SW,FR,sw,33133,33133,,2015,2000,2020,continuous years,1960.4,1000000,47.22183326,-101.8158916,0,tower_recirculating,null,,COAL,1921138,3,2.36,2,6,1.99,2.69,,,
8223,,Springerville,Apache County,AZ,Wells,GW,FR,gw,46279,46279,,2015,2000,2020,continuous years,6983.22,1000000,34.31787821,-109.1643565,0,tower_recirculating,null,,COAL,10047182,14,10.2,7,27,7.3,12.1,,,
8224,,North Valmy,Humboldt County,NV,Wells,GW,FR,gw,47466,47466,,2015,2000,2020,continuous years,4456.24,1000000,40.88070376,-117.1526812,0,tower_recirculating,null,,COAL,1425257,2,1.65,1,4,1.18,1.89,,,
8226,,Cheswick Power Plant,Allegheny County,PA,Allegheny River,SW,FR,sw,14388,14388,,2015,2000,2020,continuous years,755.99,1000000,40.5382441,-79.79002367,1,river_once_through_fresh,tower_recirculating,,COAL,1940463,189,1.92,2,1420,1.5,2.74,,,
8906,,Astoria Generating Station,Queens County,NY,East River,SW,SA,saline,2595,2595,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,11.66,1000000,40.78744247,-73.91291275,0,saline_once_through,null,,GAS STEAM,905529,99,0,45,735,0,0,,,
8907,,Indian Point 3,Westchester County,NY,Hudson River,SW,SA,saline,2583,2583,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,59.14,1000000,41.26905811,-73.95301881,0,saline_once_through,null,,NUCLEAR,7609292,839,0,382,6250,0,0,,,
9864,,,Hampden County,MA,Connecticut River,,,sw,56764,711,,all_verified,2000,2013,missing 2 years,94.92,1000000,42.2,-72.61,0,river_once_through_fresh,null,,,,,,,,,,,,
10002,,,San Bernardino County,CA,Wells,,,gw,NA,NA,,all_verified,2000,2014,continuous years,1719.29,1000000,35.765704,-117.38286,0,tower_recirculating,null,,,,,,,,,,,,
10003,,Colorado Energy Nations Company,Jefferson County,CO,Clear Creek,SW,FR,sw,24493,24493,,2015,2000,2019,continuous years,5626.6,1000000,39.76055556,-105.215,0,tower_recirculating,null,,COMPLEX,172431,1,0.8,1,2,0.64,0.89,,,
10012,,Covanta Warren Energy,Warren County,NJ,Wells,GW,FR,gw,1476,1476,,2015,2000,2019,continuous years,582.7,1000000,40.82044125,-75.01122112,0,tower_recirculating,null,,BIOMASS,74260,0,0.18,0,0,0.14,0.19,,,
10013,,Covanta Hennepin Energy,Hennepin County,MN,Minneapolis Utilities,-nr-,-nr-,municipal,16987,16987,,2015,2000,2020,continuous years,818.91,1000000,44.983294,-93.28028821,0,tower_recirculating,null,,BIOMASS,182418,1,0.4,0,1,0.32,0.43,,,
10025,,Kodak Park Site,Monroe County,NY, ,,,sw,11527,11527,compare SNTemp / GLSEA,all_verified,2000,2009,missing 8 years,413.49,1000000,43.201236,-77.631465,0,tower_recirculating,null,,,,,,,,,,,"assumed sw (Genesee River very close, GE imagery)",
10030,,NRG Energy Center Dover,Kent County,DE,Wells,GW,-nr-,gw,2686,2686,,2015,2003,2020,continuous years,36.65,1000000,39.150106,-75.545453,0,tower_recirculating,null,,NGCC,236919,0,0.15,0,0,0.13,0.16,,,
10033,,Greater Detroit Resource Recovery Facility,Wayne County,MI, ,,,municipal,10451,10451,,all_verified,2000,2008,missing 7 years,634.03,1000000,42.368004,-83.054155,0,tower_recirculating,null,,,,,,,,,,,assumed municipal,
10034,,Gilroy Power Plant,Santa Clara County,CA,Reclaimed SCWRA water,GW,-nr-,reclaimed ww,55558,55558,,2015,2000,2020,continuous years,182.6,1000000,37.000414,-121.536828,0,tower_recirculating,null,,NGCC,138224,0,0.08,0,0,0.05,0.1,,,
10043,,Logan Generating Company LP,Gloucester County,NJ,Delaware River,SW,FR,sw,4189,4189,,2015,2000,2020,continuous years,14.43,1000000,39.792379,-75.407174,0,tower_recirculating,null,,COAL,577780,1,0.67,1,2,0.52,0.8,,,
10052,,Fairhaven Power,Humboldt County,CA,Municipality,-nr-,-nr-,municipal,54702,54702,,2015,2000,2020,continuous years,23.34,1000000,40.79975116,-124.2029918,0,tower_recirculating,null,,BIOMASS,119446,0,0.21,0,0,0.19,0.23,,,
10062,,Miami Dade County Resource Recovery Fac,Miami-Dade County,FL,Wells,GW,-nr-,gw,NA,NA,,2015,2000,2020,continuous years,3.36,1000000,25.83639845,-80.35695805,0,tower_recirculating,null,,BIOMASS,349126,2,1.22,1,3,1.07,1.33,,,
10071,,Portsmouth Genco LLC,Portsmouth city,VA,Wells,GW,SA,gw,3725,3725,,2015,2000,2015,continuous years,7.78,1000000,36.87019669,-76.3523477,0,tower_recirculating,null,,COAL,65740,0,0.11,0,0,0.1,0.12,,,
10072,,Engineered Carbons Borger Cogeneration,Hutchinson County,TX, ,,,industrial,36497,36497,,all_verified,2000,2000,continuous years,3159.22,1000000,35.66704,-101.432004,0,tower_recirculating,null,,,,,,,,,,,assumed industrial (GE imagery),
10075,,Taconite Harbor Energy Center,Cook County,MN,Lake Superior,SW,FR,sw,10085,Great Lakes,,2015,2000,2016,missing 1 years,612.56,1000000,47.5309063,-90.91138041,0,lake_once_through_fresh,null,,COAL,1051950,102,0.83,46,772,0.65,1.01,,,
10090,,Commerce Refuse To Energy,Los Angeles County,CA,Municipality,-nr-,-nr-,municipal,56076,56076,,2015,2000,2018,continuous years,142.41,1000000,33.99495385,-118.1540157,0,tower_recirculating,null,,BIOMASS,80957,0,0.15,0,0,0.11,0.17,,,
10091,,Total Energy Facilities,Los Angeles County,CA, ,,,industrial,56079,56079,,all_verified,2000,2009,missing 8 years,106.2,1000000,33.770192,-118.286621,0,tower_recirculating,null,,,,,,,,,,,assumed industrial (GE imagery),
10099,,Pedricktown Cogeneration Company LP,Salem County,NJ,Oswegatchie,SW,FR,sw,4189,4189,,2015,2000,2020,continuous years,10.21,1000000,39.764772,-75.422531,0,tower_recirculating,null,,NGCC,268888,0,0.18,0,0,0.16,0.2,,,
10113,,John B Rich Memorial Power Station,Schuylkill County,PA,Mine Shaft,-nr-,-nr-,gw,1894,1894,,2015,2000,2020,continuous years,1692.7,1000000,40.79027778,-76.19833333,0,tower_recirculating,null,,COAL,631819,0,0.21,0,1,0.15,0.26,,assumed gw since name of wa is mine shaft,
10118,,Harrisburg Facility,Dauphin County,PA,Harrisburg POTW,-nr-,-nr-,reclaimed ww,2171,2171,,2015,2000,2020,missing 3 years,369.09,1000000,40.24420724,-76.85395625,0,tower_recirculating,null,,BIOMASS,115534,0,0.33,0,1,0.26,0.36,,,
10120,,Hercules Inc Brunswick Plant,Glynn County,GA, ,,,industrial,NA,NA,,all_verified,2000,2000,continuous years,9.06,1000000,31.163482,-81.48066,0,tower_recirculating,null,,,,,,,,,,,assumed industrial (GE imagery),
10143,,Colver Power Project,Cambria County,PA,Vetera Reservoir,SW,FR,sw,13316,13316,,2015,2000,2020,continuous years,1921.44,1000000,40.55092,-78.8023,0,tower_recirculating,null,,COAL,829279,1,0.96,1,2,0.81,1.09,,,
10144,,Sierra Pacific Lincoln Facility,Placer County,CA, ,,,gw,55009,55009,,all_verified,2000,2009,missing 8 years,142.17,1000000,38.9032,-121.3097,0,tower_recirculating,null,,,,,,,,,,,"assumed gw, from Energy justice Network",
10148,,White Pine Electric Power,Ontonagon County,MI,Lake Superior,SW,-nr-,sw,10497,Great Lakes,,2015,2004,2016,continuous years,867.81,1000000,46.76407864,-89.56765502,0,lake_once_through_fresh,null,,GAS STEAM,5848,1,0.01,0,6,0.01,0.01,,,
10151,,Grant Town Power Plant,Marion County,WV,Monongahela River,SW,FR,sw,12744,12744,,2015,2000,2020,continuous years,1248.28,1000000,39.56199821,-80.16293061,0,tower_recirculating,null,,COAL,515588,1,0.89,1,2,0.7,0.97,,,
10156,,Fresno Cogen Partners,Fresno County,CA,Well,GW,-nr-,gw,55274,55274,,2015,2000,2020,continuous years,188.78,1000000,36.616933,-120.099478,0,tower_recirculating,null,,NGCC,14239,0,0.01,0,0,0.01,0.01,,,
10168,,Cardinal Cogen,Santa Clara County,CA,Municipality,-nr-,-nr-,municipal,55618,55618,,2015,2000,2015,missing 10 years,99.12,1000000,37.429848,-122.176284,0,tower_recirculating,null,,NGCC,90622,0,0.09,0,0,0.07,0.11,,,
10169,,Carson Cogeneration,Los Angeles County,CA,Municipality,-nr-,-nr-,municipal,56078,56078,,2015,2000,2020,missing 1 years,115.44,1000000,33.875932,-118.249331,0,tower_recirculating,null,,NGCC,33199,0,0.03,0,0,0.02,0.04,,,
10184,,Central Utility Plant,Travis County,TX, ,,,municipal,40756,40756,,all_verified,2000,2000,continuous years,1058.71,1000000,30.397351,-97.842586,0,tower_recirculating,null,,,,,,,,,,,"assumed municipal, from Energy Justice Network",
10186,,Anson Abenaki Hydros,Somerset County,ME, ,,,sw,406,406,,all_verified,2000,2000,continuous years,244.67,1000000,44.7975,-69.8867,0,river_once_through_fresh,null,,,,,,,,,,,,
10187,,Engineered Carbons Echo Cogeneration,Orange County,TX, ,,,sw,41080,41080,,all_verified,2000,2000,continuous years,13.02,1000000,30.1525,-93.7206,0,tower_recirculating,null,,,,,,,,,,,assumed sw (GE imagery),
10190,,Castleton Energy Center,Rensselaer County,NY,Moordener Kill,GW & SW,FR,gw_sw,2452,2452,,2015,2000,2020,missing 1 years,16.06,1000000,42.53956461,-73.74531198,0,tower_recirculating,null,,NGCC,283835,0,0.2,0,0,0.16,0.23,,,
10202,,Jefferson Smurfit Fernandina Beach,Nassau County,FL,Wells,,,gw,8702,8702,,all_verified,2000,2009,missing 7 years,11.64,1000000,30.681823,-81.455413,0,tower_recirculating,null,,,,,,,,,,,,
10224,,Merck Rahway Power Plant,Union County,NJ, ,,,municipal,2669,2669,,all_verified,2000,2009,missing 8 years,29.3,1000000,40.615616,-74.26529,0,tower_recirculating,null,,,,,,,,,,,assumed municipal (GE imagery),
10250,,Bay County Waste to Energy,Bay County,FL,Well,GW,FR,gw,4661,4661,,2015,2000,2020,continuous years,55.21,1000000,30.26567699,-85.52103601,0,tower_recirculating,null,,BIOMASS,54746,0,0.17,0,0,0.15,0.19,,,
10290,1,,Grafton County,NH,Wells,,,gw,954,954,,all_verified,2000,2020,missing 1 years,474.69,1000000,43.71627676,-71.65936926,0,spray pond - DO NOT MODEL,null,,,,,,,,,,,"we didn't model this plant in 2015 because they have a spray pond and our models don't fit this type of (rare) cooling system well; we mistakenly modeled it as once-through river in 2010, and I can see why our team categorized it as such in all-plants_all-years, but it is not that.",
10294,,King City Power Plant,Monterey County,CA,Well Water,GW,-nr-,gw,54420,54420,,2015,2000,2020,continuous years,341.96,1000000,36.225339,-121.127617,0,tower_recirculating,null,,NGCC,441613,0,0.26,0,1,0.17,0.33,,,
10300,,Desert View Power,Riverside County,CA,Wells,GW,-nr-,gw,56308,56308,,2015,2000,2020,missing 1 years,-175.24,1000000,33.58634433,-116.0878751,0,tower_recirculating,null,,BIOMASS,323076,1,0.48,0,1,0.26,0.61,,,
10305,,,Dutchess County,NY,Poughkeepsie Water Supply,,,municipal,2527,2527,,all_verified,2000,2007,continuous years,68.5,1000000,41.64735541,-73.94284248,0,dry_cooling,null,,,,,,,,,,,,
10308,,,Middlesex County,NJ,Municipality,,,municipal,3687,3687,,all_verified,2000,2010,continuous years,52.01,1000000,40.448883,-74.348303,0,tower_recirculating,null,,,,,,,,,,,,
10333,,Florida Power Development,Hernando County,FL,Wells,SW,FR,sw,8331,8331,,2015,2000,2018,missing 1 years,74.36,288.1454405,28.58194444,-82.43111111,0,pond_recirculating,null,,BIOMASS,203917,1,0.64,0,1,0.48,0.8,,,
10338,,,York County,ME,Saco River,,,sw,1289,1289,,all_verified,2000,2012,continuous years,61.89,1000000,43.49601887,-70.45464237,0,river_once_through_fresh,null,,,,,,,,,,,,
10342,,Foster Wheeler Martinez,Contra Costa County,CA,Wells,GW,-nr-,gw,53800,53800,,2015,2000,2020,continuous years,10.88,1000000,38.02444444,-122.0588889,0,tower_recirculating,null,,NGCC,742361,1,0.39,0,1,0.28,0.48,,,
10343,,Foster Wheeler Mt Carmel Cogen,Northumberland County,PA,Consumers Pa Water Co,-nr-,-nr-,municipal,1888,1888,,2015,2000,2020,continuous years,1419.03,1000000,40.80916667,-76.45388889,0,tower_recirculating,null,,COAL,294021,1,0.37,0,1,0.26,0.44,,,
10344,,Charleston Resource Recovery Facility,Charleston County,SC, ,,,municipal,6643,6643,,all_verified,2000,2009,missing 7 years,15.62,1000000,32.8451,-79.955,0,tower_recirculating,null,,,,,,,,,,,"assumed municipal, from Energy justice Network",
10346,,Hillman Power LLC,Montmorency County,MI,Village Of Hillman,-nr-,-nr-,municipal,11044,11044,,2015,2000,2020,continuous years,745.42,1000000,45.06876019,-83.89312081,0,tower_recirculating,null,,BIOMASS,133184,0,0.15,0,0,0.13,0.17,,,
10347,,TMC LLC,Jefferson County,FL, ,,,gw,7145,7145,,all_verified,2000,2012,missing 2 years,178.69,1000000,30.501437,-83.875762,0,tower_recirculating,null,,,,,,,,,,,"assumed gw, from Energy justice Network",
10350,,Greenleaf 1 Power Plant,Sutter County,CA,Well,GW,-nr-,gw,54164,54164,,2015,2000,2019,continuous years,38.82,1000000,39.052536,-121.695997,1,tower_recirculating,dry_cooling,,NGCC,33146,0,0,0,0,0,0.03,,,
10354,,ReEnergy Livermore Falls,Androscoggin County,ME,Androscoggin River,SW,-nr-,sw,886,886,,2015,2000,2020,continuous years,410.52,1000000,44.43166603,-70.16214136,0,tower_recirculating,null,,BIOMASS,285476,1,0.39,0,1,0.33,0.44,,,
10356,,ReEnergy Ashland,Aroostook County,ME,Big Machis River,SW,-nr-,sw,56518,76,,2015,2000,2019,missing 3 years,575.12,1000000,46.63534073,-68.43496974,0,tower_recirculating,null,,BIOMASS,267103,1,0.37,0,1,0.32,0.41,,,
10367,,,Contra Costa County,CA,Conta Costa Water Dist.,,,municipal,53804,53804,,all_verified,2000,2012,continuous years,7.28,1000000,38.03078408,-121.8701382,0,tower_recirculating,null,,,,,,,,,,,,
10368,,,Contra Costa County,CA,Well Water,,,gw,53804,53804,,all_verified,2000,2012,continuous years,33.26,1000000,38.01618624,-121.8604924,0,tower_recirculating,null,,,,,,,,,,,,
10369,,,Contra Costa County,CA,City Of Antioch,,,sw,53804,53804,,all_verified,2000,2012,missing 1 years,6.07,1000000,38.019025,-121.760424,0,river_once_through_fresh,null,,,,,,,,,,,"although municipally sourced, its a once-through on the san joaquin river",
10370,,,Contra Costa County,CA,City Of Antioch,,,municipal,53804,53804,,all_verified,2000,2012,missing 1 years,21.93,1000000,38.01068273,-121.7559204,0,tower_recirculating,null,,,,,,,,,,,,
10371,,,Contra Costa County,CA,California Cities Water,,,municipal,53800,53800,,all_verified,2000,2012,missing 1 years,38.52,1000000,38.04336467,-121.987116,0,tower_recirculating,null,,,,,,,,,,,,
10373,,,Kings County,CA,Wells & City of Hanford Water,,,municipal,NA,NA,,all_verified,2000,2012,continuous years,236.16,1000000,36.270278,-119.648261,0,tower_recirculating,null,,,,,,,,,,,,
10377,,James River Genco LLC,Hopewell city,VA,Municipality,OT,OT,municipal,3753,3753,,2015,2000,2019,continuous years,41.19,1000000,37.293639,-77.270087,0,tower_recirculating,null,,COAL,68146,0,0,0,0,0,0,,,
10378,,CPI USA NC Southport,Brunswick County,NC,Municipality/Wells,OT,OT,municipal,6067,6067,,2015,2000,2020,continuous years,25.62,1000000,33.944406,-78.011551,0,tower_recirculating,null,,BIOMASS,503619,1,0.69,1,2,0.55,0.81,,,
10379,,CPI USA NC Roxboro,Person County,NC,Municipality,-nr-,-nr-,municipal,5776,5776,,2015,2000,2020,continuous years,564.01,1000000,36.435317,-78.960742,0,tower_recirculating,null,,COMPLEX,283744,1,0.47,0,1,0.41,0.51,,,
10380,,Elizabethtown Power LLC,Bladen County,NC,WELL WATER,,,gw,6046,6046,,all_verified,2001,2009,missing 1 years,114.38,1000000,34.647155,-78.64151,0,tower_recirculating,null,,,,,,,,,,,,
10381,,,Duplin County,NC,Well,,,gw,7297,7297,,all_verified,2001,2014,missing 1 years,77.51,1000000,35.021556,-77.858238,0,tower_recirculating,null,,,,,,,,,,,,
10382,,Lumberton,Robeson County,NC,MUNICIPALITY,-nr-,-nr-,municipal,6352,6352,,2015,2001,2020,missing 5 years,112.99,1000000,34.59,-78.9968,0,tower_recirculating,null,,BIOMASS,20109,0,0.01,0,0,0.01,0.02,,,
10384,,Edgecombe Genco LLC,Edgecombe County,NC,Municipality,SW,FR,municipal,5901,5901,,2015,2000,2019,continuous years,107.65,1000000,36.03705,-77.753008,0,tower_recirculating,null,,COAL,78478,0,0.09,0,0,0.07,0.11,,,
10395,,GRS Coyote Canyon,Orange County,CA,City Of Irvine,-nr-,-nr-,municipal,55948,55948,,2015,2000,2015,continuous years,782.26,1000000,33.61293337,-117.8218313,0,tower_recirculating,null,,GAS STEAM,26824,0,0.09,0,0,0.06,0.11,,,
10405,,Kingsburg Cogen,Fresno County,CA,Process Water,-nr-,-nr-,industrial,55292,55292,,2015,2000,2020,continuous years,303.25,1000000,36.53972222,-119.5794444,0,tower_recirculating,null,,NGCC,55691,0,0.04,0,0,0.02,0.06,,,
10435,,Camden Resource Recovery Facility,Camden County,NJ,Camden Well Water,GW,FR,gw,1816,1816,,2015,2000,2020,continuous years,17.33,1000000,39.90942848,-75.11611115,0,tower_recirculating,null,,BIOMASS,168356,1,0.44,0,1,0.35,0.48,,,
10464,,ReEnergy Black River,Jefferson County,NY,Black River,SW,FR,sw,11502,11502,,2015,2000,2020,missing 2 years,625.77,1000000,44.03653678,-75.77145455,0,river_once_through_fresh,null,,BIOMASS,279461,43,0.39,20,325,0.31,0.48,,,
10471,,,Los Angeles County,CA,Municipal,,,municipal,56115,56115,,all_verified,2000,2010,continuous years,730.28,1000000,34.0410219,-117.8216113,0,tower_recirculating,null,,,,,,,,,,,,
10472,,,Los Angeles County,CA,Municipal,,,municipal,56083,56083,,all_verified,2000,2010,continuous years,712.71,1000000,34.02375764,-118.0242799,0,tower_recirculating,null,,,,,,,,,,,,
10473,,,Los Angeles County,CA,Municipal,,,municipal,NA,NA,,all_verified,2000,2010,continuous years,224.18,1000000,33.79290476,-118.349653,0,tower_recirculating,null,,,,,,,,,,,,
10478,,,Los Angeles County,CA,0,,,gw,55363,55363,,all_verified,2000,2010,missing 1 years,1259.43,1000000,34.463649,-118.593535,0,tower_recirculating,null,,,,,,,,,,,assumed gw (GE imagery),
10485,,,Baltimore County,MD,Old Road Bay,,,saline,3887,NOAA saline,compare SNTemp / NOAA sst,all_verified,2000,2010,continuous years,8.11,1000000,39.216445,-76.474006,0,saline_once_through,null,,,,,,,,,,,,
10495,,Rumford Cogeneration,Oxford County,ME,Androscoggin River,SW,FR,sw,886,886,,2015,2000,2020,continuous years,443.03,1000000,44.551747,-70.541103,0,tower_recirculating,null,,COMPLEX,519042,3,2,2,5,1.75,2.26,,,
10502,,,San Joaquin County,CA,Well,,,gw,NA,NA,,all_verified,2000,2014,continuous years,119.88,1000000,37.71998908,-121.4883062,0,tower_recirculating,null,,,,,,,,,,,,
10503,,Wheelabrator Hudson Falls,Washington County,NY,Hudson River,SW,FR,sw,3999,3999,,2015,2000,2020,continuous years,229.41,1000000,43.30545707,-73.59174042,0,river_once_through_fresh,null,,BIOMASS,72967,14,0.13,7,108,0.1,0.16,,,
10525,,Craven County Wood Energy LP,Craven County,NC,Wells and Craven Cty Wtr Dept,-nr-,-nr-,municipal,7363,7363,,2015,2000,2020,continuous years,31.02,1000000,35.1286138,-77.16908035,0,tower_recirculating,null,,BIOMASS,368877,1,0.58,1,1,0.52,0.64,,,
10566,,Chambers Cogeneration LP,Salem County,NJ,Salem Canal,SW,FR,sw,3563,3563,,2015,2000,2020,continuous years,9.82,1000000,39.694291,-75.485433,0,tower_recirculating,null,,COAL,710119,1,0.72,1,2,0.56,0.87,,,
10567,,Algonquin Windsor Locks,Hartford County,CT,Windsor Locks Canal,SW,-nr-,sw,56759,706,,2015,2000,2020,continuous years,26.08,1000000,41.923647,-72.625811,0,river_once_through_fresh,null,,NGCC,112014,2,0.02,1,13,0.01,0.02,,,
10593,,Agrilectric Power Partners Ltd,Calcasieu Parish,LA,Rainwater,-nr-,-nr-,sw,21259,21259,,2015,2000,2020,continuous years,18.17,22.31393518,30.20005753,-93.12706489,0,pond_recirculating,null,,BIOMASS,89348,0,0.12,0,0,0.09,0.16,,name of wa is 'rainwater' - assumed sw,
10603,,Ebensburg Power,Cambria County,PA,Wilmore Dam,SW,FR,sw,13323,13323,,2015,2000,2020,continuous years,2169.87,1000000,40.454592,-78.747819,0,tower_recirculating,null,,COAL,196980,1,0.37,0,1,0.27,0.44,,,
10617,,CH Resources Beaver Falls,Lewis County,NY,Beaver River,SW,FR,sw,11504,11504,,2015,2001,2020,missing 1 years,761.47,1000000,43.886301,-75.432962,0,river_once_through_fresh,null,,NGCC,2966,0,0,0,2,0,0,,,
10620,,Carthage Energy LLC,Jefferson County,NY,Black River,SW,FR,sw,11502,11502,,2015,2000,2020,continuous years,684.36,1000000,43.98532056,-75.62259689,0,river_once_through_fresh,null,,NGCC,10062,1,0.01,0,5,0.01,0.01,,,
10621,,CH Resources Syracuse,Onondaga County,NY,Onondaga CountyWater Authority,-nr-,-nr-,municipal,11907,11907,,2015,2001,2020,continuous years,393.3,1000000,43.06676667,-76.22441778,0,tower_recirculating,null,,NGCC,26768,0,0.02,0,0,0.02,0.02,,,
10629,,Wheelabrator Baltimore Refuse,Baltimore city,MD,Gywnns Falls,SW,-nr-,sw,3848,3848,,2015,2000,2020,continuous years,13.22,1000000,39.27050158,-76.62982257,0,river_once_through_fresh,null,,BIOMASS,321901,63,0.64,28,466,0.5,0.78,,,
10633,,Hopewell Cogeneration,Hopewell city,VA,Municipality,-nr-,-nr-,municipal,3755,3755,,2015,2000,2020,continuous years,46.25,1000000,37.298,-77.287719,0,tower_recirculating,null,,NGCC,1506532,1,0.92,1,2,0.72,1.14,,,
10640,,,San Joaquin County,CA,Well,,,gw,53864,53864,,all_verified,2000,2012,continuous years,19.91,1000000,37.91194444,-121.2611111,0,tower_recirculating,null,,,,,,,,,,,,
10641,,Cambria Cogen,Cambria County,PA,Wilmore Reservoir,SW,FR,sw,2062,2062,,2015,2000,2019,continuous years,2181.69,1000000,40.474586,-78.702208,0,tower_recirculating,null,,COAL,602336,1,0.83,1,2,0.6,1.01,,,
10642,,Covanta Hempstead,Nassau County,NY,Wells And Municipality,-nr-,-nr-,municipal,3593,3593,,2015,2000,2020,continuous years,96.52,1000000,40.73860192,-73.59016447,0,tower_recirculating,null,,BIOMASS,573666,2,1.19,1,3,0.93,1.3,,,
10646,,Covanta Southeastern Connecticut Company,New London County,CT,Norwich Utilities,-nr-,-nr-,municipal,860,860,,2015,2000,2020,continuous years,47.29,1000000,41.47566607,-72.06876408,0,tower_recirculating,null,,BIOMASS,128678,0,0.31,0,1,0.26,0.34,,,
10652,,Burney Forest Products,Shasta County,CA,Municipality,-nr-,-nr-,municipal,54122,54122,,2015,2000,2020,continuous years,3220.17,1000000,40.878044,-121.702022,0,tower_recirculating,null,,BIOMASS,222411,0,0.32,0,1,0.19,0.41,,,
10661,,Collins Pine Co Project,Plumas County,CA, ,,,sw,53752,53752,,all_verified,2000,2000,continuous years,4567.3,1000000,40.303422,-121.244431,0,tower_recirculating,null,,,,,,,,,,,"assumed sw, GE imagery and energy justice network",
10670,,,Harris County,TX,River and Municipality,,,sw_municipal,38366,38366,,all_verified,2000,2013,missing 1 years,22.33,1000000,29.71696438,-95.22738108,0,tower_recirculating,null,,,,,,,,,,,split between river and municipal,
10671,,AES Shady Point LLC,Le Flore County,OK,Poteau River,SW,FR,sw,34937,34937,,2015,2000,2020,continuous years,437.63,1000000,35.19305556,-94.64583333,0,tower_recirculating,null,,COAL,1831142,3,2.44,2,6,1.86,3.03,,,
10672,,Cedar Bay Generating Company LP,Duval County,FL,Industrial Waste Water,OT,BE,reclaimed ww,8129,8129,,2015,2000,2016,continuous years,9.35,1000000,30.422481,-81.606362,0,tower_recirculating,null,,COAL,464885,1,0.46,0,1,0.35,0.55,,,
