month,gen_type,year,thermal_efficiency-Weighted_average_across_all_bogens,boiler_efficiency,CD/MWh-Weighted_average_across_all_bogens,date
June,oil^NGCC,2014,0.3759752738502655,0.0,3.666862376702677,2014-06-01
July,oil^NGCC,2014,0.3978220244450289,0.0,3.2781147517195346,2014-07-01
August,oil^NGCC,2014,0.388433294088054,0.0,3.439805837710118,2014-08-01
September,oil^NGCC,2014,0.3909843693186987,0.0,3.39510001550628,2014-09-01
October,oil^NGCC,2014,0.39017263907731614,0.0,3.4092714749079778,2014-10-01
November,oil^NGCC,2014,0.3956279488230548,0.0,3.3152159548266953,2014-11-01
December,oil^NGCC,2014,0.3966988237294148,0.0,3.2970481697081544,2014-12-01
January,oil^NGCC,2015,0.3959598826439819,0.0,3.309571004457679,2015-01-01
February,oil^NGCC,2015,0.3812599270918968,0.0,3.568737177608441,2015-02-01
March,oil^NGCC,2015,0.3828116640997919,0.0,3.5404271327699965,2015-03-01
April,oil^NGCC,2015,0.3943054377222327,0.0,3.3377641271378686,2015-04-01
May,oil^NGCC,2015,0.3839691904386509,0.0,3.5194514605754446,2015-05-01
June,oil^NGCC,2015,0.38361733877932797,0.0,3.5258285994523684,2015-06-01
July,oil^NGCC,2015,0.40199035484611007,0.0,3.2087446077356145,2015-07-01
August,oil^NGCC,2015,0.39207489664565803,0.0,3.3761748803317766,2015-08-01
September,oil^NGCC,2015,0.39664329207756116,0.0,3.297980811689615,2015-09-01
October,oil^NGCC,2015,0.39513102523285926,0.0,3.3236675591295244,2015-10-01
November,oil^NGCC,2015,0.38172047828275335,0.0,3.5603099730458223,2015-11-01
December,oil^NGCC,2015,0.3765457997630322,0.0,3.6561349345720275,2015-12-01
January,oil^NGCC,2016,0.39383180408021734,0.0,3.345891253817055,2016-01-01
February,oil^NGCC,2016,0.39112817215549084,0.0,3.3925992012915285,2016-02-01
March,oil^NGCC,2016,0.3943512938683094,0.0,3.336979956879342,2016-03-01
April,oil^NGCC,2016,0.39533095507602134,0.0,3.320273407645608,2016-04-01
May,oil^NGCC,2016,0.3870279225534707,0.0,3.464704558877296,2016-05-01
June,oil^NGCC,2016,0.38950714221665383,0.0,3.42090093799457,2016-06-01
July,oil^NGCC,2016,0.368794780461685,0.0,3.8046678870292885,2016-07-01
August,oil^NGCC,2016,0.3781623243750903,0.0,3.6259047356448613,2016-08-01
September,oil^NGCC,2016,0.39096982395062846,0.0,3.3953512782235493,2016-09-01
October,oil^NGCC,2016,0.38289028416518994,0.0,3.539009644450842,2016-10-01
November,oil^NGCC,2016,0.4114351761010501,0.0,3.0567463294395028,2016-11-01
December,oil^NGCC,2016,0.4174896714948283,0.0,2.9629419442710403,2016-12-01
January,oil^NGCC,2017,0.408876856120705,0.0,3.0972282010809775,2017-01-01
February,oil^NGCC,2017,0.3929483878913124,0.0,3.3610793221834627,2017-02-01
March,oil^NGCC,2017,0.3950678202057954,0.0,3.324742690537803,2017-03-01
April,oil^NGCC,2017,0.38758039267791844,0.0,3.4548966907441625,2017-04-01
May,oil^NGCC,2017,0.37875385576460896,0.0,3.6149088706013024,2017-05-01
June,oil^NGCC,2017,0.3706651398521365,0.0,3.7682607441592153,2017-06-01
July,oil^NGCC,2017,0.3640831944430171,0.0,3.898069403046296,2017-07-01
August,oil^NGCC,2017,0.3542045283065658,0.0,4.101934141749286,2017-08-01
September,oil^NGCC,2017,0.3886753233142128,0.0,3.435546827940149,2017-09-01
October,oil^NGCC,2017,0.3896986583981507,0.0,3.4175652633348546,2017-10-01
November,oil^NGCC,2017,0.3897372646546713,0.0,3.4168795534109186,2017-11-01
December,oil^NGCC,2017,0.3889510480116408,0.0,3.43068062289951,2017-12-01
January,oil^NGCC,2018,0.38181779425850826,0.0,3.558540550210393,2018-01-01
February,oil^NGCC,2018,0.38881942874059333,0.0,3.4330030159414044,2018-02-01
March,oil^NGCC,2018,0.3838835331721175,0.0,3.5210089020771513,2018-03-01
April,oil^NGCC,2018,0.3813227594357532,0.0,3.567578879153222,2018-04-01
May,oil^NGCC,2018,0.3892271864440888,0.0,3.4258378122848305,2018-05-01
June,oil^NGCC,2018,0.3870041424944369,0.0,3.465112940900134,2018-06-01
July,oil^NGCC,2018,0.3732908307037578,0.0,3.717763677459764,2018-07-01
August,oil^NGCC,2018,0.37619075184571643,0.0,3.6627835440274663,2018-08-01
September,oil^NGCC,2018,0.38942851087881886,0.0,3.422304140737632,2018-09-01
October,oil^NGCC,2018,0.3925897676760908,0.0,3.3672630292254695,2018-10-01
November,oil^NGCC,2018,0.38542432893621514,0.0,3.4933029230454755,2018-11-01
December,oil^NGCC,2018,0.39647163594833196,0.0,3.3008826717596653,2018-12-01
January,oil^NGCC,2019,0.3928228786473309,0.0,3.3632422736275647,2019-01-01
February,oil^NGCC,2019,0.3940792935184712,0.0,3.3416411310848715,2019-02-01
March,oil^NGCC,2019,0.38708659646869004,0.0,3.4636483623739753,2019-03-01
April,oil^NGCC,2019,0.39585138169145395,0.0,3.311403869059843,2019-04-01
May,oil^NGCC,2019,0.39823178778618856,0.0,3.2712097892796748,2019-05-01
June,oil^NGCC,2019,0.39681057265158354,0.0,3.2951596995675594,2019-06-01
July,oil^NGCC,2019,0.3884691617264472,0.0,3.4391712479898278,2019-07-01
August,oil^NGCC,2019,0.39505783037586534,0.0,3.3249181395517122,2019-08-01
September,oil^NGCC,2019,0.4002505982150341,0.0,3.237510083355741,2019-09-01
October,oil^NGCC,2019,0.4003142198144211,0.0,3.2364565676133807,2019-10-01
November,oil^NGCC,2019,0.39019135631608526,0.0,3.4089477315680528,2019-11-01
December,oil^NGCC,2019,0.3905053633345776,0.0,3.4034560409152497,2019-12-01
January,oil^NGCC,2020,0.3917101845048537,0.0,3.382503560498167,2020-01-01
February,oil^NGCC,2020,0.3821832354461593,0.0,3.551864244741874,2020-02-01
March,oil^NGCC,2020,0.384746325017522,0.0,3.5054807714357787,2020-03-01
April,oil^NGCC,2020,0.4117879983158568,0.0,3.0511991016763362,2020-04-01
May,oil^NGCC,2020,0.3848942184072532,0.0,3.502804205527175,2020-05-01
June,oil^NGCC,2020,0.3786458701506696,0.0,3.616938926518299,2020-06-01
July,oil^NGCC,2020,0.3982372466664369,0.0,3.2711234144527537,2020-07-01
August,oil^NGCC,2020,0.4035999382620903,0.0,3.1823232794845455,2020-08-01
September,oil^NGCC,2020,0.39844883135332865,0.0,3.2675893212288543,2020-09-01
October,oil^NGCC,2020,0.39169587087189356,0.0,3.382744558991982,2020-10-01
November,oil^NGCC,2020,0.3977815639186545,0.0,3.2787853129970137,2020-11-01
December,oil^NGCC,2020,0.4063051313188292,0.0,3.138428079502205,2020-12-01
