month,gen_type,year,thermal_efficiency-Weighted_average_across_all_bogens,boiler_efficiency,CD/MWh-Weighted_average_across_all_bogens,date
August,coal^ST,2010,0.32382331848403867,0.873790282218364,5.584429575375702,2010-08-01
September,coal^ST,2010,0.3262678417358711,0.8737902822183639,5.51702501081656,2010-09-01
October,coal^ST,2010,0.3275482891195682,0.8737902822183642,5.482119798299773,2010-10-01
November,coal^ST,2010,0.3285717753134524,0.8737902822183641,5.454414849908586,2010-11-01
December,coal^ST,2010,0.3286423507117956,0.873790282218364,5.452510900596426,2010-12-01
January,coal^ST,2011,0.32952919219784255,0.8737902822183639,5.428654352557991,2011-01-01
February,coal^ST,2011,0.3283928145670351,0.8737902822183639,5.459246807400502,2011-02-01
March,coal^ST,2011,0.32799235030671864,0.8737902822183641,5.470078218735477,2011-03-01
April,coal^ST,2011,0.3271937597120901,0.8737902822183639,5.49175684110805,2011-04-01
May,coal^ST,2011,0.32609660816989583,0.8737902822183641,5.521713569637927,2011-05-01
June,coal^ST,2011,0.32722650105406303,0.8737902822183639,5.490865967905802,2011-06-01
July,coal^ST,2011,0.32570228685191405,0.873790282218364,5.532529455543719,2011-07-01
August,coal^ST,2011,0.32454705317157323,0.873790282218364,5.564367605776225,2011-08-01
September,coal^ST,2011,0.32617847087349094,0.8737902822183643,5.5194713830707425,2011-09-01
October,coal^ST,2011,0.3268205784728956,0.8737902822183639,5.501923736481758,2011-10-01
November,coal^ST,2011,0.32488675370221576,0.8737902822183639,5.554981876227142,2011-11-01
December,coal^ST,2011,0.3253557886574175,0.8737902822183641,5.542055210239475,2011-12-01
January,coal^ST,2012,0.32631226024050614,0.8862814646749186,5.6464256817902045,2012-01-01
February,coal^ST,2012,0.32501253402078284,0.8857302675948524,5.676863755657489,2012-02-01
March,coal^ST,2012,0.3254621424328303,0.8867243371820044,5.674729685493846,2012-03-01
April,coal^ST,2012,0.32550478155748835,0.8875819764046594,5.682529578876765,2012-04-01
May,coal^ST,2012,0.325268991602736,0.8867938617237815,5.680854812298743,2012-05-01
June,coal^ST,2012,0.32292840373084014,0.8859697394034222,5.738052119101671,2012-06-01
July,coal^ST,2012,0.32363898498139065,0.8867013231953543,5.725675410779243,2012-07-01
August,coal^ST,2012,0.32366760950099904,0.8867325731238692,5.72519666668765,2012-08-01
September,coal^ST,2012,0.32388223003409905,0.8855283686482989,5.7064555208137815,2012-09-01
October,coal^ST,2012,0.3269266909580824,0.8857160845161448,5.623500348591282,2012-10-01
November,coal^ST,2012,0.3276928403430782,0.8863823424423684,5.609312669513163,2012-11-01
December,coal^ST,2012,0.3269140515527128,0.8864157754684594,5.631152622494403,2012-12-01
January,coal^ST,2013,0.32696122447692344,0.8866732861232445,5.632535018789003,2013-01-01
February,coal^ST,2013,0.32743759601571715,0.8865833443040148,5.618439521843167,2013-02-01
March,coal^ST,2013,0.3275722943973961,0.8868622578579933,5.617631617865642,2013-03-01
April,coal^ST,2013,0.3263439394342683,0.8869434297122366,5.652467674808077,2013-04-01
May,coal^ST,2013,0.32567908099694826,0.8868565521954379,5.6700620952155285,2013-05-01
June,coal^ST,2013,0.3257572766006439,0.8864764882848203,5.663901079078904,2013-06-01
July,coal^ST,2013,0.3248072566269338,0.8860686621989157,5.686162674846948,2013-07-01
August,coal^ST,2013,0.32462606970523644,0.8858464589015906,5.688905135492092,2013-08-01
September,coal^ST,2013,0.3257816090730432,0.8860079377681708,5.658315744146918,2013-09-01
October,coal^ST,2013,0.3267863305927765,0.8856905580369491,5.627114615013287,2013-10-01
November,coal^ST,2013,0.32569060438811637,0.8870600777808226,5.671873108430656,2013-11-01
December,coal^ST,2013,0.32771011370040537,0.8869461425985421,5.614707503922869,2013-12-01
January,coal^ST,2014,0.3290210522658828,0.8756236207526135,5.461320652389866,2014-01-01
February,coal^ST,2014,0.3285962741269543,0.8755618749807937,5.472149984010339,2014-02-01
March,coal^ST,2014,0.3276021061428851,0.8760261322301545,5.503946152696059,2014-03-01
April,coal^ST,2014,0.32925272611633444,0.875737084304551,5.456252815720348,2014-04-01
May,coal^ST,2014,0.3253798839937308,0.8749035373712043,5.5530664359445785,2014-05-01
June,coal^ST,2014,0.3252123797271331,0.8750669922364553,5.55939892824304,2014-06-01
July,coal^ST,2014,0.325814772121439,0.874213934360592,5.53387805840645,2014-07-01
August,coal^ST,2014,0.32612031314244894,0.8737721325508261,5.5208742616757185,2014-08-01
September,coal^ST,2014,0.32641298577167843,0.8737765776085726,5.512911166089637,2014-09-01
October,coal^ST,2014,0.3274298924339347,0.8735954941440061,5.483305751211946,2014-10-01
November,coal^ST,2014,0.3277521714634952,0.8744580582989844,5.483538927707472,2014-11-01
December,coal^ST,2014,0.32784233987514827,0.8740467273160949,5.476811196893017,2014-12-01
January,coal^ST,2015,0.3277564527733874,0.8749648433427587,5.488698864139096,2015-01-01
February,coal^ST,2015,0.3293698549876016,0.8763882213073099,5.459844742964852,2015-02-01
March,coal^ST,2015,0.3275833997657864,0.8757923433853132,5.50202014701506,2015-03-01
April,coal^ST,2015,0.32723852158765276,0.8748389618978418,5.501473657132869,2015-04-01
May,coal^ST,2015,0.3251688375094799,0.8749389685100253,5.559256936494081,2015-05-01
June,coal^ST,2015,0.3247836013603172,0.8739649354719141,5.559664796892592,2015-06-01
July,coal^ST,2015,0.32400408467702196,0.8738823978815559,5.580380460960878,2015-07-01
August,coal^ST,2015,0.3249481319192972,0.874017276707318,5.555671827738065,2015-08-01
September,coal^ST,2015,0.32531129691454835,0.8734109244836041,5.5393007511851255,2015-09-01
October,coal^ST,2015,0.325865748068527,0.8725468358248128,5.51502247259262,2015-10-01
November,coal^ST,2015,0.32252477653005923,0.8728235963280018,5.6104237353947735,2015-11-01
December,coal^ST,2015,0.322608694408074,0.8726228477925019,5.60595372046989,2015-12-01
January,coal^ST,2016,0.32341380691973254,0.8741870330139023,5.600007016975277,2016-01-01
February,coal^ST,2016,0.32230592665186,0.8750303895525335,5.639912700669914,2016-02-01
March,coal^ST,2016,0.3219069970118929,0.874861142246137,5.649336640499965,2016-03-01
April,coal^ST,2016,0.3230345417922599,0.8747574686726027,5.616612919735914,2016-04-01
May,coal^ST,2016,0.32213627762389685,0.8740026837133992,5.633793922835192,2016-05-01
June,coal^ST,2016,0.3251207849946875,0.8733367561857569,5.54376757393992,2016-06-01
July,coal^ST,2016,0.32535725001989,0.8737033863983127,5.541103539027027,2016-07-01
August,coal^ST,2016,0.32477715689458947,0.8740128172598239,5.560345896475613,2016-08-01
September,coal^ST,2016,0.3264622534511305,0.8731734363572959,5.505260256706366,2016-09-01
October,coal^ST,2016,0.327535188034295,0.8716498895432822,5.460177760053648,2016-10-01
November,coal^ST,2016,0.3253017844810685,0.8723895208009855,5.528848830113872,2016-11-01
December,coal^ST,2016,0.3277368040586959,0.872939013157093,5.468140995623517,2016-12-01
January,coal^ST,2017,0.3268440079620197,0.8723521471154716,5.486270974849572,2017-01-01
February,coal^ST,2017,0.3263978600620051,0.8716799301112838,5.491406582620175,2017-02-01
March,coal^ST,2017,0.3258685038234096,0.8742928742477212,5.53322954855269,2017-03-01
April,coal^ST,2017,0.32624849426945335,0.8730520347843024,5.509833461727533,2017-04-01
May,coal^ST,2017,0.3258513096430742,0.873215617994117,5.522421134981895,2017-05-01
June,coal^ST,2017,0.32344947949834957,0.8727234486723281,5.583573351241456,2017-06-01
July,coal^ST,2017,0.3257213518414643,0.8728633164542228,5.522295289903315,2017-07-01
August,coal^ST,2017,0.32615450343749913,0.8723280961295917,5.504830591027145,2017-08-01
September,coal^ST,2017,0.32536851069594785,0.8711398785127056,5.513910176554987,2017-09-01
October,coal^ST,2017,0.32560458476474385,0.8718515435310484,5.514896505449116,2017-10-01
November,coal^ST,2017,0.32697649521843203,0.8708247206413224,5.4667261468072414,2017-11-01
December,coal^ST,2017,0.3276399655135087,0.8724963457134739,5.466155477344742,2017-12-01
January,coal^ST,2018,0.3256530172967465,0.8736169462912036,5.532066410191611,2018-01-01
February,coal^ST,2018,0.3232921562020517,0.8715353229019174,5.575411014133943,2018-02-01
March,coal^ST,2018,0.32510694207938884,0.872776760897335,5.538271429380273,2018-03-01
April,coal^ST,2018,0.32618357821204796,0.8718661170600799,5.499203467935861,2018-04-01
May,coal^ST,2018,0.3226973557806352,0.8727205284714494,5.604508701049995,2018-05-01
June,coal^ST,2018,0.3212354052866778,0.8729292616029127,5.647760303468565,2018-06-01
July,coal^ST,2018,0.3219274738527989,0.8723666231442389,5.622320505120558,2018-07-01
August,coal^ST,2018,0.3233404724162765,0.8723826271708889,5.583009301084153,2018-08-01
September,coal^ST,2018,0.3223915067951499,0.8721427455131101,5.6069474021600865,2018-09-01
October,coal^ST,2018,0.3267466623069176,0.8708281291860356,5.473007046232643,2018-10-01
November,coal^ST,2018,0.3252812863144145,0.8713789210433643,5.518811180765817,2018-11-01
December,coal^ST,2018,0.3236046314339806,0.8715494826024466,5.566881830906034,2018-12-01
January,coal^ST,2019,0.32379762294423853,0.8748578398710601,5.596393460903763,2019-01-01
February,coal^ST,2019,0.3244121853076394,0.8734048582484117,5.564045610862722,2019-02-01
March,coal^ST,2019,0.3218777756724955,0.8745750363060555,5.647126065890894,2019-03-01
April,coal^ST,2019,0.3258081097397166,0.8751185970723476,5.543535383811741,2019-04-01
May,coal^ST,2019,0.32101009267427805,0.8753177929086491,5.679507918526158,2019-05-01
June,coal^ST,2019,0.3197595329324173,0.8746864354996601,5.708279909151718,2019-06-01
July,coal^ST,2019,0.32251693242673674,0.875811150224114,5.642060251645532,2019-07-01
August,coal^ST,2019,0.3227585605760205,0.8753606404285063,5.63067123552928,2019-08-01
September,coal^ST,2019,0.32212003703470177,0.8753608388277708,5.648636677290298,2019-09-01
October,coal^ST,2019,0.3223261158392763,0.8741132582189415,5.629382468748769,2019-10-01
November,coal^ST,2019,0.3236898561241203,0.8751038531157538,5.601980844382746,2019-11-01
December,coal^ST,2019,0.3225845579592374,0.8746641763721932,5.6282205318318015,2019-12-01
January,coal^ST,2020,0.31918892663968707,0.8747200659847657,5.724990469994638,2020-01-01
February,coal^ST,2020,0.31655203756694544,0.8728997780227116,5.781481084122189,2020-02-01
March,coal^ST,2020,0.319993748749331,0.873485231948079,5.688842810159093,2020-03-01
April,coal^ST,2020,0.3173432995594456,0.8716747689849446,5.74515658311878,2020-04-01
May,coal^ST,2020,0.3162548900658439,0.8731045781876806,5.792328689749576,2020-05-01
June,coal^ST,2020,0.3138142312459291,0.8750390358775159,5.884947966302135,2020-06-01
July,coal^ST,2020,0.3180457290612676,0.8755645173235571,5.766851181783807,2020-07-01
August,coal^ST,2020,0.3203213689070294,0.8747569705403379,5.6930044590948885,2020-08-01
September,coal^ST,2020,0.3156012368792586,0.8739412907323656,5.820438323399468,2020-09-01
October,coal^ST,2020,0.32175958597328913,0.8737338400249829,5.6415332427968465,2020-10-01
November,coal^ST,2020,0.3205405943659677,0.874307358739395,5.682010223810538,2020-11-01
December,coal^ST,2020,0.32229000551327314,0.8746543165948156,5.636378415693433,2020-12-01
