,Plant_ID,WB_01,WB_02,WB_03,WB_04,WB_05,WB_06,WB_07,WB_08,WB_09,WB_10,WB_11,WB_12,DB_01,DB_02,DB_03,DB_04,DB_05,DB_06,DB_07,DB_08,DB_09,DB_10,DB_11,DB_12
10,59,-4.688931137360191,-6.159677642938629,1.7908174332303648,7.382232372018306,11.82474117534188,18.20513221687514,20.244880787465693,18.365374717695175,17.02396325848147,8.929474795358098,3.1621260037478485,-1.3631008598659777,-2.308181015337967,-4.349853978490038,6.5366199158863925,11.33198987119827,15.049622649439451,21.95096597394359,24.194062667603458,22.338593303169596,21.566443580334987,13.674889029423229,5.284469831142117,0.1399101156446113
11,60,-4.440126069773512,-5.880576069699138,1.9883008509650537,7.700965318230203,12.127518891828522,18.478223764046223,20.459846724668054,18.599169058008787,17.234777337644545,9.079579097364759,3.4219595950474493,-1.1311430156378186,-1.8232486167607915,-3.973054533091195,6.8018851529080395,11.676979100710565,15.393171617807592,22.22043006362361,24.36135901530701,22.522981077423125,22.00198226409451,14.076422967313437,4.131445992543562,0.5545051738298791
12,79,-8.28619553976843,-6.169818327083235,-3.593738801572421,1.6023822595252926,7.179883985742386,10.812725354457685,12.382119549806259,10.930813210931545,6.231045239446777,3.556090379893909,-5.442930039318465,-7.44686094411032,-7.445177643976105,-4.705005215151334,-1.2977447615414666,4.823830346020971,10.886574111319034,15.249220191691595,16.138754524370036,14.701692232948288,8.18695839510151,5.1426996210943345,-4.210894247733815,-5.803450510916083
13,87,-1.2758989043336348,0.14667844519414597,2.628897368172566,3.2890817609047533,7.204467438714244,12.317459580156859,14.631252949521372,14.153472887030718,11.539384737307495,7.693761467999749,-0.075594779590835,-3.85711651827257,1.4199305785768155,4.6203677709334485,8.590379288991018,10.254477797629256,13.499479135398104,21.405951366989544,22.304506821617885,22.924939832844178,19.585475371300554,12.940137283241231,4.176092206490264,-0.7226062397072707
14,96,-7.730021612776375,-5.69602354863408,-3.5573317903032224,1.7226682096967774,7.180664927222759,11.072902959215561,12.768678174823178,11.259452211768114,6.579577851564724,3.70442883108766,-5.22395933205009,-6.97191637476961,-6.921507809842012,-4.2510469293145325,-1.2835291543461163,4.896658244570373,10.485006850606013,15.48991309229559,16.55490624168958,15.26884904366523,8.391869141871666,5.028301255433345,-4.278638500016718,-5.612551070705905
15,108,-2.3067854541349737,-2.3652324902874002,3.4143727023388166,7.705286898135796,11.769756121757284,18.519269321189793,19.740324281439506,18.617287631513964,16.43716130024051,10.048828011957037,2.9105881470167816,-0.7304523800536521,0.8392479363644513,0.8587875834293555,8.288283638709677,12.534399199746584,15.550611883676275,24.532110002933532,25.57811637684917,24.42671016835153,23.335068573668632,15.084262184618785,6.51517448086561,2.1093227854059733
16,113,0.17604921781810845,2.275929053672622,3.7001078845732622,4.124702687941273,7.676241956521821,13.03632265776994,15.594155401667383,16.09963557835573,13.368779180344486,9.278410167419636,0.6787593555685284,-2.3816641991225405,2.9413931276488743,7.628245587325726,10.034875581379627,11.716164822711036,14.90394881508201,23.412908422529963,23.836079716836892,24.412697858178195,21.058325675059667,14.672517585701259,5.200489977239066,1.2120684850424652
17,116,4.210550703713674,6.470559459677213,7.325492130677915,7.164818034345326,9.806737640943968,15.3614535383549,18.074168448209694,18.82241568920997,17.1605061826361,12.913830467696359,4.867501874197587,1.8026340313244413,9.067963892051898,13.021166531724282,15.210847407199267,16.647307307646386,19.270503387513198,28.38034392314826,27.50605064946369,28.36265977858222,25.269909873541586,18.63553028774505,11.004114767998784,6.786259714981784
18,117,2.9833297285194846,5.119822500359039,6.10175198507698,6.064468438228385,9.007531921619307,14.467678876800647,17.07553659815976,18.001251943702705,15.91631209547068,11.710678793717543,3.3366718445749606,0.49391344516685487,7.211528137598913,11.416458443694088,13.512073588523592,14.935450364053313,17.595860353808934,26.740993007229868,26.059590622162393,27.055510146841502,23.888108368397408,17.968452839803565,8.97972354738782,5.156671237617034
19,120,7.655950237941966,10.044539441131512,11.186293748675546,10.991162853430263,13.55926084152736,17.842681745560593,19.436662117541125,20.37175170807569,19.899800452478363,16.01257449807658,7.535236368828355,5.252605242066804,13.39218237587094,16.9804838301019,19.594375349349022,20.194922051447854,21.78876663262618,29.91008304384283,30.357669959851183,33.23073827248856,30.269525033685298,24.946916991154804,15.23700499605235,11.13073155341265
20,126,6.843392885096901,9.225264680289825,9.561006348899104,9.209263261239734,11.348056899175301,17.015338321295314,19.969238787227262,20.491436715705053,19.14669465603664,14.912666412123654,7.15214057377085,4.195344229692633,12.57058003138546,16.305021571439774,18.53222728334348,20.042323474337053,22.44436552174062,32.02906360336664,30.06606634527618,31.00626584023832,27.651936721419016,22.622930001750973,14.743066541706236,10.561764918200742
21,127,1.3009256639927531,1.6438697480553834,8.47727714693483,13.7987610046604,17.06808556048138,21.521081864518298,22.837704172724774,21.323413156537693,19.771727601611406,13.372037953866617,8.547129471133063,4.90400019772861,4.771571401085857,5.129914834975839,11.86110232861079,17.127335124567374,20.08956222400941,26.749354262906895,28.933586583191786,28.324541954270455,26.497364831653286,18.926328251784057,11.660442603353097,8.143446678499028
22,130,4.92697579367141,3.341940829692623,11.519810326116671,15.864824662575565,18.59562539987837,22.833752881911376,23.69340110529194,23.03098070765622,21.368929954257247,15.909602074675751,13.52261014830847,14.153680194051221,8.226679746655611,6.684854678584505,14.98716957054847,19.45381524010148,22.792112635958645,27.893697152307737,28.547197809735906,27.307908425291604,25.03361783586112,18.91561692075011,16.289520432056904,16.73622483243672
23,136,10.243888582197528,9.176477771571248,16.324158414353384,19.617267678758974,20.401897438904193,23.13879302355971,24.26330750783101,24.377832479649776,23.414268051740944,19.462219270510644,18.74104578855011,17.446691453453553,13.280415037415242,12.256854714735807,19.993777162262823,23.696484052041026,25.736349039445383,28.620650585666077,29.212368580999428,28.534516557663373,26.993939588526242,23.346150052188257,20.789389571315507,20.425786021101725
